1,1,0.00,12.00,1146.00,700.00,1,-1,-1,-1
2,1,0.69,12.58,1140.62,694.85,1,-1,-1,-1
3,1,1.23,12.56,1139.89,692.75,1,-1,-1,-1
4,1,1.67,14.06,1138.63,690.34,1,-1,-1,-1
5,1,1.87,15.63,1135.80,686.65,1,-1,-1,-1
6,1,0.97,17.64,1132.56,684.71,1,-1,-1,-1
7,1,0.15,19.24,1128.44,682.95,1,-1,-1,-1
8,1,-0.15,17.82,1126.41,683.51,1,-1,-1,-1
9,1,-0.02,17.68,1124.68,683.63,1,-1,-1,-1
10,1,0.65,17.87,1123.72,683.20,1,-1,-1,-1
11,1,0.57,18.18,1122.65,683.26,1,-1,-1,-1
12,1,0.16,19.63,1120.32,681.94,1,-1,-1,-1
13,1,0.64,19.50,1119.73,682.13,1,-1,-1,-1
14,1,0.53,19.90,1118.68,681.95,1,-1,-1,-1
15,1,1.34,19.51,1119.33,682.30,1,-1,-1,-1
16,1,1.03,18.84,1119.00,682.81,1,-1,-1,-1
17,1,1.09,19.44,1118.68,682.61,1,-1,-1,-1
18,1,2.00,15.48,1121.17,685.65,1,-1,-1,-1
19,1,-0.57,18.84,1115.51,684.15,1,-1,-1,-1
20,1,-0.48,20.74,1116.91,689.27,1,-1,-1,-1
21,1,0.51,10.97,1116.55,694.06,1,-1,-1,-1
22,1,1.67,6.36,1120.71,698.40,1,-1,-1,-1
23,1,1.61,5.97,1120.47,698.25,1,-1,-1,-1
24,2,33.00,18.02,1234.62,679.60,1,-1,-1,-1
24,1,1.54,5.59,1120.22,698.09,1,-1,-1,-1
25,2,276.54,94.55,1053.66,626.54,1,-1,-1,-1
25,1,1.48,5.21,1119.97,697.94,1,-1,-1,-1
26,2,483.86,87.94,856.03,594.60,1,-1,-1,-1
26,1,451.06,26.39,891.48,677.70,1,-1,-1,-1
27,2,707.09,83.93,658.75,552.58,1,-1,-1,-1
27,1,485.96,29.31,885.30,672.99,1,-1,-1,-1
28,2,871.05,67.18,511.45,500.27,1,-1,-1,-1
28,1,734.69,14.76,657.18,648.04,1,-1,-1,-1
29,2,963.77,83.84,386.56,444.76,1,-1,-1,-1
29,1,785.37,18.34,645.44,636.47,1,-1,-1,-1
30,2,1113.39,134.49,278.04,319.90,1,-1,-1,-1
30,1,854.27,4.61,498.33,602.16,1,-1,-1,-1
31,2,1326.61,239.42,71.99,82.83,1,-1,-1,-1
31,1,888.41,0.19,433.21,568.73,1,-1,-1,-1
32,1,904.96,2.69,398.55,542.39,1,-1,-1,-1
32,2,1455.40,223.51,71.99,82.83,1,-1,-1,-1
33,2,1607.92,204.67,71.99,82.83,1,-1,-1,-1
33,1,961.44,5.86,379.26,516.14,1,-1,-1,-1
34,1,985.49,37.90,391.30,552.49,1,-1,-1,-1
35,5,914.22,37.17,315.10,520.53,1,-1,-1,-1
35,1,1015.82,48.90,373.67,527.60,1,-1,-1,-1
36,5,923.72,59.68,288.97,477.37,1,-1,-1,-1
36,1,958.78,32.24,309.77,495.75,1,-1,-1,-1
37,5,935.42,84.12,260.23,429.89,1,-1,-1,-1
37,1,981.58,29.82,270.95,470.12,1,-1,-1,-1
38,1,1015.12,29.52,240.96,444.46,1,-1,-1,-1
38,5,949.52,111.37,227.89,376.47,1,-1,-1,-1
39,1,1059.14,20.43,212.38,405.85,1,-1,-1,-1
39,5,966.74,142.99,190.13,314.09,1,-1,-1,-1
40,1,1083.68,21.16,178.89,356.35,1,-1,-1,-1
41,1,1131.41,14.05,143.70,292.13,1,-1,-1,-1
42,1,1158.94,27.97,113.60,230.15,1,-1,-1,-1
43,1,1206.63,74.61,54.87,111.16,1,-1,-1,-1
44,1,1225.00,61.72,54.87,111.16,1,-1,-1,-1
45,1,1243.42,48.79,54.87,111.16,1,-1,-1,-1
46,1,1261.90,35.83,54.87,111.16,1,-1,-1,-1
52,14,1097.60,-6.06,172.89,366.34,1,-1,-1,-1
53,14,1073.58,-7.71,197.21,395.36,1,-1,-1,-1
54,14,1067.56,-7.40,210.44,411.95,1,-1,-1,-1
55,14,1060.81,-12.17,216.20,405.69,1,-1,-1,-1
56,14,1048.42,-18.65,222.38,380.69,1,-1,-1,-1
57,14,1043.57,-12.69,230.12,382.32,1,-1,-1,-1
58,14,1052.56,-5.69,224.84,382.62,1,-1,-1,-1
59,14,1058.93,-3.69,220.98,382.81,1,-1,-1,-1
60,14,1053.77,-5.56,224.59,389.07,1,-1,-1,-1
61,14,1048.62,-7.36,228.15,395.23,1,-1,-1,-1
62,14,1043.47,-9.11,231.65,401.29,1,-1,-1,-1
63,14,1038.32,-10.81,235.10,407.26,1,-1,-1,-1
69,19,1122.06,-2.30,157.92,333.05,1,-1,-1,-1
70,19,1116.56,1.80,164.75,353.95,1,-1,-1,-1
71,19,1082.77,-5.92,190.83,376.99,1,-1,-1,-1
71,18,445.90,230.13,310.34,171.15,1,-1,-1,-1
72,19,1064.47,-8.11,206.08,383.01,1,-1,-1,-1
72,18,447.08,222.51,305.85,167.56,1,-1,-1,-1
73,19,1065.58,-9.45,213.92,387.60,1,-1,-1,-1
73,18,448.48,233.69,304.36,164.61,1,-1,-1,-1
74,19,1072.77,-12.06,217.12,388.17,1,-1,-1,-1
74,18,457.18,236.70,302.58,163.47,1,-1,-1,-1
75,19,1069.90,-11.42,218.86,386.94,1,-1,-1,-1
75,18,462.58,239.77,300.07,162.59,1,-1,-1,-1
76,20,478.68,223.23,306.16,197.36,1,-1,-1,-1
76,19,1082.65,-9.58,212.90,384.72,1,-1,-1,-1
76,18,470.65,241.60,297.79,162.53,1,-1,-1,-1
77,19,1100.09,-7.70,203.22,384.25,1,-1,-1,-1
77,18,477.40,236.05,295.25,165.28,1,-1,-1,-1
77,20,482.06,226.21,308.42,198.81,1,-1,-1,-1
78,19,1098.21,-2.35,198.10,387.97,1,-1,-1,-1
78,20,485.40,229.17,310.67,200.26,1,-1,-1,-1
